,제목,설명,저자,출판사,출판일,보유,대출,예약,카테고리
10078,SW를 활용한 데이터 분석,,서창갑,교보문고,2019-12-10,1,0,0,컴퓨터와인터넷
10079,독후감 비평문 쓰기의 즐거움,,송봉은,교보문고,2019-12-10,1,0,0,인문/사회
10080,1인 출판사 수업,,최수진,교보문고,2019-12-10,1,0,0,인문/사회
10081,그 칼로는 죽일 수 없어,,모리카와 토모키,교보문고,2019-12-10,1,0,0,문학
10082,뇌는 달리고 싶다,,안데르스 한센,교보문고,2019-12-10,1,0,0,인문/사회
10083,끌리는 문장은 따로 있다,,멘탈리스트 DaiGo,교보문고,2019-12-10,1,0,0,인문/사회
10084,관계의 과학,,김범준,교보문고,2019-12-10,2,0,0,자연과과학
10085,채소로 맛있게 구웠습니다: 비건 베이킹,,박선홍,교보문고,2019-12-10,1,0,0,가정과생활
10086,늑대의 왕,,니클라스 나트 오크 다그,교보문고,2019-12-10,1,0,0,인문/사회
10087,특권,,셰이머스 라만 칸 저/강예은 역,YES24,2019-12-10,2,0,0,인문/사회
10088,세기의 첩보전,,박상민,북큐브,2019-12-09,1,0,0,인문/사회
10089,엄마의 바운더리,,최누리,북큐브,2019-12-09,1,0,0,문학
10090,"안철수, 내가 달리기를 하며 배운 것들",,안철수,북큐브,2019-12-09,2,0,0,문학
10091,우주에서 만나요,,잭 쳉,북큐브,2019-12-09,5,0,0,문학
10092,"서른다섯, 내 몸부터 챙깁시다",,최혜미,북큐브,2019-12-09,1,0,0,가정과생활
10093,청와대로 간 착한 농부,,최재관,북큐브,2019-12-09,1,0,0,문학
10094,나를 표현하는 연습,,전훈,북큐브,2019-12-09,1,0,0,자기관리
10095,판판판,,김광현,북큐브,2019-12-09,1,0,0,문학
10096,마가,,미쓰다 신조,교보문고,2019-12-09,2,0,0,문학
10097,당신이 어머니의 집밥을 먹을 수 있는 횟수는 앞으로 328번 남았습니다,,우와노 소라,교보문고,2019-12-09,2,0,0,문학
10098,어떻게 최고의 나를 만들 것인가,,하이디 그랜트 할버슨,교보문고,2019-12-09,1,0,0,자기관리
10099,파란 하늘과 도망치다,,츠지무라 미즈키,교보문고,2019-12-09,1,0,0,문학
10100,심리학이 나를 안아주었다,,이정미,교보문고,2019-12-09,1,0,0,인문/사회
10101,에크하르트 톨레의 이 순간의 나,,에크하르트 톨레,교보문고,2019-12-09,1,0,0,문학
10102,대학교수의 체육 이야기,,고문수,교보문고,2019-12-09,1,0,0,인문/사회
10103,여전히 휘둘리는 당신에게,,박진영,교보문고,2019-12-09,1,0,0,인문/사회
10104,"7일, 168시간",,젠 예거,북큐브,2019-12-06,1,0,0,자기관리
10105,평범한 아이를 공부의 신으로 만든 비법,,이상화,북큐브,2019-12-06,1,0,0,가정과생활
10106,무엇을 아끼고 어디에 투자할 것인가,,사친 처드리,북큐브,2019-12-06,1,0,0,자기관리
10107,미안하지만 스트레스가 아니라 겁이 난 겁니다,,베아타 코리오트,북큐브,2019-12-06,1,0,0,자기관리
10108,이직의 정석,,정구철,북큐브,2019-12-06,1,0,0,자기관리
10109,죽음의 에티켓,,롤란트 슐츠,북큐브,2019-12-06,1,0,0,인문/사회
10110,퇴사 후 비로소 나다운 인생이 시작되었다,,김가빈,북큐브,2019-12-06,1,0,0,자기관리
10111,나를 채우는 인문학,,최진기,북큐브,2019-12-06,1,0,0,인문/사회
10112,세계사보다 더 재미있는 최진기의 전쟁사 1권,,최진기,북큐브,2019-12-06,1,1,0,인문/사회
10113,세계사보다 더 재미있는 최진기의 전쟁사 2권,,최진기,북큐브,2019-12-06,1,0,0,인문/사회
10114,직장인의 바른 습관,,문성후,북큐브,2019-12-06,1,0,0,자기관리
10115,한 권으로 먼저 보는 2020년 경제 전망,,김광석,북큐브,2019-12-06,1,0,0,비즈니스와경제
10116,결정적 토익스피킹 입문,,김소라,북큐브,2019-12-06,1,0,0,국어와외국어
10117,일본 온천 순례,,"스티브 와이드, 미쉘 매킨토시",북큐브,2019-12-06,1,0,0,가정과생활
10118,Do it! 지옥에서 온 문서 관리자 깃&깃허브 입문,,이고잉,교보문고,2019-12-06,2,0,0,컴퓨터와인터넷
10119,반 고흐 명언 모음,,반 고흐,교보문고,2019-12-06,1,0,0,예술/대중문화
10120,지적인 사람들을 위한 보수주의 안내서,,러셀 커크,교보문고,2019-12-06,1,0,0,인문/사회
10121,신이 쉼표를 넣은 곳에 마침표를 찍지 말라,,류시화,교보문고,2019-12-06,2,0,0,문학
10122,포사이트 : 미래를 꿰뚫어보는 힘,,비나 벤카타라만,교보문고,2019-12-06,2,0,0,비즈니스와경제
10123,동급생,,히가시노 게이고,북큐브,2019-12-05,1,0,0,문학
10124,밤에 일하고 낮에 쉽니다,,정인성,북큐브,2019-12-05,1,0,0,문학
10125,잡담,,"고종석, 지승호",북큐브,2019-12-05,5,0,0,인문/사회
10126,미래 공부,,박성원,북큐브,2019-12-05,5,0,0,인문/사회
10127,문화유산의 두 얼굴,,조윤민,북큐브,2019-12-05,5,0,0,인문/사회
10128,엄마를 위하여,,에릭 엠마뉴엘 슈미트,북큐브,2019-12-05,1,0,0,문학
10129,해녀들의 섬,,리사 시,북큐브,2019-12-05,1,0,0,문학
10130,별난 분홍색 부채,,낸시 스프링어,북큐브,2019-12-05,1,0,0,문학
10131,"과학이라는 헛소리. 2 : 세상을 홀린 사기극, 유사과학",,박재용,북큐브,2019-12-05,1,0,0,자연과과학
10132,무엇이 건강을 결정하는가 : 건강의 놀라운 삼각관계,,정석식,북큐브,2019-12-05,1,1,0,가정과생활
10133,"영알못, 외항사 승무원&1등 영어강사 된 공부법",,장정아,북큐브,2019-12-05,1,0,0,자기관리
10134,천부경의 신비,,조옥구,북큐브,2019-12-05,1,0,0,인문/사회
10135,"교사 교육과정, 이게뭐지?",,최용수,교보문고,2019-12-05,1,0,0,인문/사회
10136,나를 아프게 하지 않는다,,전미경,교보문고,2019-12-05,1,0,0,인문/사회
10137,여자 주인공만 모른다,,듀나 저,YES24,2019-12-05,1,0,0,예술/대중문화
10138,도어,,서보 머그더 저/김보국 역,YES24,2019-12-05,1,0,0,문학
1898,만화로 배우는 리눅스 시스템 관리 3,만화로 배우는 네트워크 & 보안 입문시스템 관리 부서 신입 사원 리나 민트! 선배 사원 오노의 지도를 받아 서서히 성장하는 만화. 3권에서 신입 사원 리나 민트는 선배 사원의 친절한 지도로 네트워크와 보안 관리자로 성장합니다. ...,Piro 저/서수환 역,길벗,2019-12-04,,,,
10139,김진애의 도시 이야기,,김진애,북큐브,2019-12-04,1,0,0,인문/사회
10140,도시의 숲에서 인간을 발견하다,,김진애,북큐브,2019-12-04,1,0,0,인문/사회
10141,우리 도시 예찬,,김진애,북큐브,2019-12-04,1,0,0,인문/사회
10142,하루 1분 역사게임: 세계사,,YM기획,북큐브,2019-12-04,1,0,0,자기관리
10143,"대표님, 이달의 영업이익이 얼마입니까?",,김상기,북큐브,2019-12-04,1,0,0,비즈니스와경제
10144,일 잘하는 사람은 알기 쉽게 말한다,,이누쓰카 마사시,북큐브,2019-12-04,1,0,0,자기관리
10145,리벤지 포르노,,"매튜 홀, 제프 헌",북큐브,2019-12-04,1,0,0,인문/사회
10146,엔드 바 텐드,,해이수,북큐브,2019-12-04,1,0,0,문학
10147,"정치, 알아야 세상을 바꾼다",,정청래,북큐브,2019-12-04,1,0,0,인문/사회
10148,기적의 식단,,이영훈,북큐브,2019-12-04,1,0,0,가정과생활
10149,나는 꽤 괜찮은 사람입니다,,브라이언 트레이시,교보문고,2019-12-04,1,0,0,자기관리
10150,말의 힘,,김병민,교보문고,2019-12-04,1,0,0,자기관리
10151,만화로 배우는 리눅스 시스템 관리 3,,Piro 저/서수환 역,YES24,2019-12-04,2,0,0,컴퓨터와인터넷
1353,새가족반,"“왜 제목이 그저 『새가족반』인가?  이 책은 모든 그리스도인이 읽어야 할 필독서다!”― 이찬수(분당우리교회), 송태근(삼일교회), 박영돈(고려신학대학원 교의학), 우병훈(고신대학교 교의학), 김형익(벧샬롬교회) 추천심원한 복음의 여...",이정규 저,복있는사람,2019-12-03,,,,
10152,보고서 작성 실무 강의,,홍장표,북큐브,2019-12-03,2,0,0,컴퓨터와인터넷
10153,이지 클래식 2,,류인하,북큐브,2019-12-03,1,0,0,예술/대중문화
10154,에마,,제인 오스틴,북큐브,2019-12-03,2,0,0,문학
10155,부자의 프레임,,질 슐레진저,북큐브,2019-12-03,2,0,0,비즈니스와경제
10156,베조스 레터,,스티브 앤더슨,북큐브,2019-12-03,2,0,0,비즈니스와경제
10157,남자의 뇌,,루안 브리젠딘,북큐브,2019-12-03,2,0,0,인문/사회
10158,도시는 어떻게 삶을 바꾸는가,,에릭 클라이넨버그,북큐브,2019-12-03,2,0,0,인문/사회
10159,때론 이유없이 거절해도 괜찮습니다.,,다카미 아야,북큐브,2019-12-03,2,0,0,자기관리
10160,네이키드 애자일,,"장재웅, 상효이재",북큐브,2019-12-03,1,0,0,비즈니스와경제
10161,만 권의 기억 데이터에서 너에게 어울리는 딱 한 권을 추천해줄게,,하나다 나나코,북큐브,2019-12-03,2,0,0,문학
10162,술이 달아 큰일이야,,"가쿠타 미쓰요, 고노 다케히로",북큐브,2019-12-03,2,0,0,문학
10163,사랑하는 미움들,,김사월,북큐브,2019-12-03,1,0,0,문학
10164,맥스웰 몰츠 성공의 법칙,,맥스웰 몰츠,북큐브,2019-12-03,1,0,0,자기관리
10165,여성독립군열전,,신영란,북큐브,2019-12-03,1,0,0,인문/사회
10166,내 머리가 정상이라면,,야마시로 아사코,교보문고,2019-12-03,1,0,0,문학
10167,아이들의 계급투쟁,,브래디 미카코 저/노수경 역,YES24,2019-12-03,2,0,0,인문/사회
10168,새가족반,,이정규 저,YES24,2019-12-03,1,0,0,인문/사회
6592,새벽 시크릿,"운명을 바꾸고 싶으면 새벽에 일어나라
새벽시간을 활용하면 당신이 원하는 삶을 살 수 있다


▶ 아이디어, 새로운 도전, 나다운 삶이 가능하게 하는 새벽, 
나는 사랑하지 않을 수 없다


작가는 누구보다 잠이 많은 사...",나애정,마음세상,2019-12-02,,,,
10169,사춘맘화,,"채자인, 구영숙",북큐브,2019-12-02,5,0,0,문학
10170,"소설 11, 책 18",,다그 솔스타,북큐브,2019-12-02,5,0,0,문학
10171,영리한 영단어,,황인영,북큐브,2019-12-02,1,0,0,국어와외국어
10172,빅 픽쳐,,션 캐럴,북큐브,2019-12-02,1,0,0,자연과과학
10173,새벽 시크릿,,나애정,북큐브,2019-12-02,1,0,0,자기관리
10174,"유학원 거치지 않고 세부살이, 좌충우돌 정착 이야기",,나애정,북큐브,2019-12-02,1,0,0,가정과생활
10175,내 성격은 내가 분석한다,,카렌 호나이,북큐브,2019-12-02,1,0,0,인문/사회
10176,분석 심리학 강의,,칼 구스타프 융,북큐브,2019-12-02,1,0,0,인문/사회
10177,한자와 나오키 3,,이케이도 준,북큐브,2019-12-02,1,0,0,문학
10178,간절한 꿈이 길을 열다,,윤승중,북큐브,2019-12-02,1,0,0,자기관리
10179,나쁜 교육,,조너선 하이트,교보문고,2019-12-02,1,0,0,인문/사회
10180,산전수전 다 겪고 알려주는 진저의 실전 미국 영어,,조향진,교보문고,2019-12-02,1,0,0,국어와외국어
10181,우리가 절대 알 수 없는 것들에 대해,,마르쿠스 듀 소토이,교보문고,2019-12-02,1,0,0,자연과과학
10182,민법판례연구 1,,권영준 저,YES24,2019-12-02,1,0,0,인문/사회
10183,프로파일링 이론과 실제,,권일용 저,YES24,2019-12-02,1,0,0,인문/사회
10184,화폐 금융론 (6판),,"노상채,김창범 공저",YES24,2019-12-02,1,0,0,비즈니스와경제
10185,로스쿨 국제거래법 (5판),,안강현 저,YES24,2019-12-02,1,0,0,인문/사회
10186,계량경제학강의 (3판),,한치록 저,YES24,2019-12-02,1,0,0,비즈니스와경제
10187,민법개정안연구,,"김재형,최봉경,권영준,김형석 공저",YES24,2019-12-02,1,0,0,인문/사회
10188,회사 말고 내 콘텐츠,,서민규,교보문고,2019-12-01,1,0,0,자기관리
1677,미술관에 GAN 딥러닝 실전 프로젝트,"창조에 다가서는 GAN의 4가지 생성 프로젝트 이 책은 케라스를 사용한 딥러닝 기초부터 AI 분야 최신 알고리즘까지 설명한다. 기계 스스로 그림을 그리고, 글을 쓰고, 음악을 작곡하고, 게임을 하는 딥러닝 생성 모델을 재현하는 과정에...",데이비드 포스터 저/박해선 역,한빛미디어,2019-11-30,,,,
10189,뉴스와 수사학,,박주영,교보문고,2019-11-30,1,0,0,인문/사회
10190,워드 파워 메이드 이지,,노먼 루이스,교보문고,2019-11-30,1,0,0,국어와외국어
10191,사형에 이르는 병,,구시키 리우,교보문고,2019-11-30,2,0,0,문학
10192,원점에 서다(스페셜 에디션),,사토 료,교보문고,2019-11-30,1,0,0,비즈니스와경제
10193,내가 사랑한 공간들,,윤광준,교보문고,2019-11-30,1,0,0,인문/사회
10194,"파도치던 인생, 이제 행복합니다",,이상은,교보문고,2019-11-30,1,0,0,문학
10195,파이썬 웹 프로그래밍 (실전편),,김석훈 저,YES24,2019-11-30,1,1,0,컴퓨터와인터넷
10196,미술관에 GAN 딥러닝 실전 프로젝트,,데이비드 포스터 저/박해선 역,YES24,2019-11-30,1,0,0,컴퓨터와인터넷
10197,포스트휴머니즘과 교육의 미래,,박휴용 저,YES24,2019-11-30,1,0,0,인문/사회
5566,행복한 여행자로 사는 법,"떠나기 전의 설렘, 낯선 세상과의 조우, 일상으로의 복귀까지
행복하고 충만한 여행을 꿈꾸는 사람들을 위한 심리학의 조언

★★★ 《타임》, 《포브스》, 《월스트리트저널》 강력 추천!

문의 편집팀 김선도 02-6712-981...",제이미 커츠,쌤앤파커스,2019-11-29,,,,
10198,풍경들,,"존 버거, 톰 오버턴",북큐브,2019-11-29,2,0,0,예술/대중문화
10199,나는 남자를 잠시 쉬기로 했다,,나타샤 스크립처,북큐브,2019-11-29,1,0,0,문학
10200,"내 두 번째 이름, 두부",,곽재은,북큐브,2019-11-29,1,0,0,문학
10201,눈물이 마르는 시간,,이은정,북큐브,2019-11-29,1,0,0,문학
10202,행복한 여행자로 사는 법,,제이미 커츠,북큐브,2019-11-29,1,0,0,인문/사회
10203,나는 나무를 만질 수 있을까,,김숨,북큐브,2019-11-29,5,0,0,문학
10204,100개의 명언으로 보는 심리학,,알렉스 프라데라,북큐브,2019-11-29,1,0,0,인문/사회
10205,100개의 명언으로 보는 철학,,개러스 사우스웰,북큐브,2019-11-29,1,0,0,인문/사회
10206,별을 잇는 손,,무라야마 사키,북큐브,2019-11-29,1,0,0,문학
10207,내 마음을 지키기 위한 철학 학교,,요하네스 부체,북큐브,2019-11-29,1,0,0,인문/사회
10208,학종유감,,이천종,북큐브,2019-11-29,1,0,0,인문/사회
10209,"원더키디의 시대, IT는 우리의 일상을 어떻게 바꾸는가?",,이임복,북큐브,2019-11-29,1,0,0,비즈니스와경제
10210,"죽기 전에 꼭 가봐야 할 곳, 아프리카",,김국진,교보문고,2019-11-29,1,0,0,가정과생활
10211,인스타그램으로 웹툰 작가되기,,이수경,교보문고,2019-11-29,1,0,0,예술/대중문화
10212,스프링 부트와 AWS로 혼자 구현하는 웹 서비스,,이동욱,교보문고,2019-11-29,1,0,0,컴퓨터와인터넷
10213,메를로-퐁티의 신체현상학,,류의근,교보문고,2019-11-29,1,0,0,인문/사회
10214,AI Crash Course,,Hadelin de Ponteves,교보문고,2019-11-29,1,0,0,컴퓨터와인터넷
10215,Cracking the TOPIK Ⅱ Writing,,"원은영,이유미 공저",YES24,2019-11-29,1,0,0,국어와외국어
10216,하마터면 부동산 상식도  모르고 집 살 뻔했다,,"김종선,서영철,진변석 공저",YES24,2019-11-29,1,0,0,비즈니스와경제
3926,Do it! 웹 사이트 따라 만들기,"
웹 어워드 코리아 수상, 현역 웹 퍼블리셔의 방법 그대로!
웹 사이트 하나 통째로 만들면 나도 어느새 웹 퍼블리셔!

HTML, CSS, 자바스크립트 문법서는 공부했지만 웹 사이",김윤미,이지스퍼블리싱,2019-11-28,,,,
10217,흔들리는 날엔 말리꽃 향기를 따라가라,,재연 스님,북큐브,2019-11-28,1,0,0,문학
10218,밤의 행방,,안보윤,북큐브,2019-11-28,1,1,0,문학
10219,우리의 저물어가는 생을 축복합니다,,강신주,북큐브,2019-11-28,2,0,0,문학
10220,엘리트가 버린 사람들,,데이비드 굿하트,북큐브,2019-11-28,1,0,0,인문/사회
10221,2020 부동산 시그널,,"서울휘, 최윤성, 박지민, 김태훈, 시루, 김인화",북큐브,2019-11-28,1,0,0,비즈니스와경제
10222,기적의 비타민 D,,전의혁,북큐브,2019-11-28,1,0,0,가정과생활
10223,국가대표 운동법,,김선우,북큐브,2019-11-28,1,0,0,가정과생활
10224,무관심의 시대,,알렉산더 버트야니,북큐브,2019-11-28,1,0,0,인문/사회
10225,유죄vs무죄,,곽동진,북큐브,2019-11-28,1,0,0,인문/사회
10226,베르나르 베르베르 인생소설,,다니엘 이치비아,북큐브,2019-11-28,1,0,0,인문/사회
10227,끈이론,,데이비드 포스터 월리스,교보문고,2019-11-28,2,0,0,문학
